id,name
14541,heuristic_084.gr
14542,heuristic_008.gr
14543,heuristic_083.gr
14544,heuristic_043.gr
14545,heuristic_052.gr
14546,heuristic_041.gr
14547,heuristic_095.gr
14548,heuristic_023.gr
14549,heuristic_094.gr
14550,heuristic_048.gr
14551,heuristic_081.gr
14552,heuristic_051.gr
14553,heuristic_085.gr
14554,heuristic_039.gr
14555,heuristic_044.gr
14556,heuristic_076.gr
14557,heuristic_063.gr
14558,heuristic_060.gr
14559,heuristic_028.gr
14560,heuristic_055.gr
14561,heuristic_071.gr
14562,heuristic_004.gr
14563,heuristic_061.gr
14564,heuristic_015.gr
14565,heuristic_056.gr
14566,heuristic_042.gr
14567,heuristic_088.gr
14568,heuristic_072.gr
14569,heuristic_026.gr
14570,heuristic_031.gr
14571,heuristic_069.gr
14572,heuristic_090.gr
14573,heuristic_018.gr
14574,heuristic_035.gr
14575,heuristic_097.gr
14576,heuristic_022.gr
14577,heuristic_045.gr
14578,heuristic_046.gr
14579,heuristic_036.gr
14580,heuristic_058.gr
14581,heuristic_033.gr
14582,heuristic_030.gr
14583,heuristic_099.gr
14584,heuristic_050.gr
14585,heuristic_047.gr
14586,heuristic_096.gr
14587,heuristic_038.gr
14588,heuristic_054.gr
14589,heuristic_079.gr
14590,heuristic_082.gr
14591,heuristic_034.gr
14592,heuristic_005.gr
14593,heuristic_064.gr
14594,heuristic_074.gr
14595,heuristic_002.gr
14596,heuristic_027.gr
14597,heuristic_037.gr
14598,heuristic_059.gr
14599,heuristic_006.gr
14600,heuristic_003.gr
14601,heuristic_012.gr
14602,heuristic_077.gr
14603,heuristic_019.gr
14604,heuristic_098.gr
14605,heuristic_017.gr
14606,heuristic_009.gr
14607,heuristic_062.gr
14608,heuristic_086.gr
14609,heuristic_053.gr
14610,heuristic_065.gr
14611,heuristic_075.gr
14612,heuristic_066.gr
14613,heuristic_070.gr
14614,heuristic_029.gr
14615,heuristic_001.gr
14616,heuristic_049.gr
14617,heuristic_013.gr
14618,heuristic_080.gr
14619,heuristic_093.gr
14620,heuristic_073.gr
14621,heuristic_024.gr
14622,heuristic_092.gr
14623,heuristic_007.gr
14624,heuristic_032.gr
14625,heuristic_089.gr
14626,heuristic_078.gr
14627,heuristic_010.gr
14628,heuristic_025.gr
14629,heuristic_040.gr
14630,heuristic_020.gr
14631,heuristic_068.gr
14632,heuristic_057.gr
14633,heuristic_100.gr
14634,heuristic_087.gr
14635,heuristic_067.gr
14636,heuristic_021.gr
14637,heuristic_091.gr
14638,heuristic_011.gr
14639,heuristic_014.gr
14640,heuristic_016.gr
